userId,movieId,rating,timestamp
50741,21,4.0,832720811
124795,539,1.5,1126164342
60443,141,3.0,857913679
84520,380,4.0,837114978
117643,349,3.0,847391906
8911,1288,4.5,1103416910
115604,6539,2.5,1184807607
21412,168,2.0,1107039827
91443,2580,4.0,1181342035
48405,4291,3.5,1055954065
128102,4979,4.0,1342292438
80886,233,2.0,944246114
18907,5481,3.0,1134218496
118416,1200,3.0,1341098991
93641,1246,3.5,1226197101
92714,223,3.0,968602062
74524,1213,3.0,967915876
9690,3396,3.5,1168141105
39214,80549,3.5,1364257678
47998,2353,3.0,1107790053
111176,2087,1.0,1118439167
3740,5014,3.0,1138215238
29796,50,4.5,1369784156
114101,568,4.0,950316053
123359,2023,3.0,1347734083
18136,65,1.5,1264393890
31647,1291,4.0,1128462155
7051,30816,2.5,1111762896
63943,2321,3.0,939666303
82514,6537,3.5,1214536382
124313,6365,3.5,1225248063
43918,3264,3.0,1065381726
14296,47,4.0,838755605
105308,3450,3.0,965439690
25704,2095,3.0,960950732
100191,4886,3.0,1110345257
30637,4037,4.5,1142146422
138171,32587,5.0,1123998253
33361,589,4.5,1069380825
121644,6188,4.5,1277987303
19198,342,4.0,841285470
63999,4369,4.0,1136478727
73097,81788,4.0,1322521133
137006,2232,4.5,1100357380
26582,70286,4.5,1340680478
39846,548,3.0,835345070
29037,3864,2.0,1136478661
123761,597,4.0,1090339661
26863,2788,4.5,1157400954
79490,252,3.0,835013108
82249,2688,3.0,997363221
38854,4308,3.5,1231200923
98031,224,4.0,836431298
48816,43552,2.0,1396888696
87655,165,4.0,1090283584
137252,3927,4.0,1007962473
92516,7147,4.5,1088365887
78342,64,3.0,855834168
122683,2991,1.5,1073092620
106895,1370,3.5,1304890675
59477,924,3.5,1136989759
76308,480,4.0,1018581875
6873,3266,5.0,1063989114
98525,3948,3.0,1225230108
60994,1298,4.0,1060458795
258,53322,5.0,1187955698
71088,1201,4.5,1114442490
120719,2116,3.0,952989748
67157,2605,2.0,976974386
51366,590,3.0,938891426
130398,45672,2.5,1240346611
70863,10,3.0,843804973
82211,1411,4.0,1108263218
81844,6734,4.0,1063640937
45477,1617,5.0,942581005
63479,4011,4.5,1111481443
41283,2302,4.5,1126102115
92281,1016,3.0,842022470
88561,4995,5.0,1194387201
25405,8168,4.5,1380379270
4996,593,4.0,1191847056
93871,1299,4.0,942745201
5097,8961,4.0,1156313718
91193,31255,4.0,1106609606
15918,99114,5.0,1365287255
69538,3758,2.0,965246569
63316,3006,4.0,1117131487
99748,3421,4.5,1072910196
68743,6,5.0,836921698
95989,6235,5.0,1046971478
122814,101,4.0,1156390758
66306,3581,4.0,1254738919
119531,1876,2.0,938674391
21815,45499,3.0,1208300397
85783,8368,4.0,1319455350
136357,455,3.0,840968488
130875,1258,3.0,1316461725
91496,2987,3.0,947438950
50337,6773,4.0,1075231060
59305,1275,4.0,975504597
108222,1061,4.0,1042823200
108669,25,3.0,856291824
23537,318,3.0,849196021
62389,6184,3.0,966017073
53419,615,4.0,859580631
49361,25934,4.0,1337199809
21364,6440,3.5,1232400108
133049,50806,1.5,1182127863
91572,1923,4.0,1153051494
37413,3254,3.0,1069472185
123802,357,5.0,862857126
129086,2770,3.0,962133688
7078,6428,3.0,1059524819
102385,2208,4.0,940338936
52225,1275,5.0,996689760
80127,1228,4.0,1174206290
58648,5500,4.5,1117221444
135535,1805,2.0,938456791
47348,2797,5.0,992964960
136806,1394,3.5,1182955572
63551,55820,5.0,1395007582
127106,1215,4.0,1060152939
63319,707,3.0,857319420
97223,593,4.0,838920870
63293,4369,3.0,1013936463
37268,1079,4.0,864672362
112174,46723,4.0,1221409628
31404,1917,1.0,1182634159
134538,2916,3.0,941378670
138414,344,2.0,1357539751
35166,329,3.0,841514747
29499,3916,1.0,973108733
105756,6213,4.0,1257319798
113403,2916,1.0,951811475
101990,74,4.0,880127471
99711,4025,2.0,982646861
111631,1963,4.0,940290816
68186,2407,3.0,944051171
67043,2009,4.0,987835778
110095,4448,3.0,1014132680
106040,2467,4.0,945902982
116302,5669,4.0,1119861187
9929,1994,3.5,1186254844
90816,3703,4.0,1142029734
22524,5,3.0,1099598785
18214,1278,4.0,1022050384
133423,2324,4.0,1202924664
34700,3468,4.0,1222350881
125070,1584,3.5,1132025411
68908,3438,4.0,981753700
34447,1028,4.0,942772060
78608,339,2.0,836346093
73614,367,3.0,831985897
101644,1580,4.0,974475985
90055,296,4.0,976903583
72365,31660,3.5,1303002742
100385,33794,5.0,1415024321
7776,2023,5.0,1360930052
122082,3775,3.0,965360123
7531,48516,5.0,1169240370
46486,1422,1.0,999252228
2349,2628,4.0,1181620571
104944,24,3.0,1191017040
50995,1345,4.0,959726386
23868,508,3.0,840441798
51978,68269,5.0,1264210608
131930,198,3.0,832530496
36291,7373,2.5,1088362248
45546,858,4.0,1302933665
31406,2522,2.0,979690304
108850,4369,3.0,1137494726
113175,296,3.5,1358675348
114105,473,1.0,1038163976
74028,1792,4.0,1239755906
43050,101895,4.0,1389695838
130384,1214,3.5,1083350694
84900,852,2.0,847295844
138477,4018,2.0,1041378832
130793,2287,4.0,959228396
133811,2528,5.0,1010725446
42844,260,5.0,1144461329
38025,1375,3.0,1108005523
4033,2863,3.0,997175875
75810,6564,2.0,1253426815
135694,3466,4.0,976154456
99773,3494,4.0,1122101513
84302,2137,5.0,1104548391
33459,7147,3.5,1237995401
71010,7983,3.0,1141417329
29715,2485,3.0,1350156252
44952,4447,4.0,1075496353
32428,86898,1.0,1373416273
83607,1136,4.0,964840898
124710,1580,4.5,1133825055
136420,1210,4.0,1028696733
55486,32,4.0,1054836341
5347,1246,2.5,1284838443
124547,1254,4.5,1266411557
2051,34048,0.5,1128608060
132443,231,3.5,1238553297
23130,72737,1.5,1314544168
84297,2858,4.0,1141535889
91357,7364,3.5,1105126061
115924,32,4.0,845497229
39114,1610,3.5,1074024499
82562,3175,3.5,1170344960
15534,2371,3.0,957716477
65494,1263,4.0,847966547
80976,25,4.0,849721466
13964,7811,3.5,1094965085
67502,317,3.0,845900368
14519,8636,4.0,1201099947
61729,1673,5.0,968253125
17616,2987,3.0,978908091
68359,96079,1.5,1378758915
71799,54736,4.0,1202613596
63003,68237,3.5,1247481798
4302,8983,4.5,1257202728
6207,3033,3.0,1007881926
42949,4975,5.0,1166862065
68040,2804,0.5,1132454675
106078,7143,4.0,1396985465
122027,2959,4.0,1202867816
3963,2706,2.0,1293076866
100054,2282,4.0,948826401
14165,858,4.0,1398637942
6132,318,5.0,944951792
49824,2193,4.0,1078272122
125681,1299,3.5,1181423691
133486,59016,4.0,1300696157
134882,2001,3.0,940619002
24643,1097,3.5,1135930241
14705,4024,4.5,1249361601
11343,7325,3.5,1167803868
127322,1019,3.0,965968684
22096,2391,3.0,992727695
81644,55257,2.0,1232916326
89554,1276,4.0,946368102
43028,8372,2.5,1157282769
31406,1590,2.0,978997173
68634,1100,3.0,867095892
41744,161,5.0,959472410
122876,2629,3.0,967433198
17468,2355,4.0,980622272
31913,2278,4.0,1110383257
81581,5577,4.0,1153873495
128441,919,4.0,913666370
121227,3671,5.0,1153272661
20723,8636,4.0,1133049639
3618,805,5.0,877221440
50528,3704,2.5,1153968056
26162,88950,4.0,1314817191
56603,64614,4.5,1388635205
4628,1270,4.0,1088909484
8562,1517,5.0,912455322
128421,6365,3.5,1351986837
131685,2791,4.0,1364273602
137724,2174,4.0,934215042
47762,2212,4.0,1148777428
14081,4034,4.0,1246620860
133537,1221,4.0,958340205
7921,1265,2.0,1124702893
27902,2204,4.0,1324315572
10321,3284,2.0,954683669
16859,780,5.0,864738856
123949,1275,3.0,1076635500
43413,59220,4.0,1261992265
74937,7222,1.0,1073227341
95993,6664,1.0,1166128225
10106,292,3.5,1115410873
106429,1356,3.0,999565670
40585,1895,3.0,983232227
102003,6816,3.0,1107890687
16946,1340,3.0,965161476
96399,1375,4.0,1335941307
113451,1921,5.0,904577938
74028,3039,4.0,1239754938
60006,1556,2.0,1255175409
33308,2694,3.0,1094049216
99300,1840,4.0,1136820248
27428,111,2.5,1265419419
63861,1721,3.0,974945213
42706,44022,3.0,1232969902
75053,8784,4.5,1108393858
135745,1250,4.0,922861650
127627,5378,5.0,1033482194
5747,342,5.0,1280699723
72840,36529,3.5,1139462547
8805,4886,3.0,1113491193
10845,1196,2.5,1141612618
116310,3994,2.5,1079887013
66763,1726,2.0,1133142312
14083,1595,1.0,959550953
127256,1,4.0,973058411
37869,1097,5.0,844456137
60559,1586,3.0,949279893
10161,434,5.0,848666637
118047,2,2.0,1126661843
97136,786,5.0,860569825
33611,999,2.0,974851414
84109,33679,4.0,1215878935
130504,2819,3.0,1284919593
83151,2100,1.0,1159359089
98959,1994,3.0,1039070322
36628,3608,2.5,1096710574
129498,72378,1.5,1414241079
119024,2124,2.5,1224974085
5513,3726,5.0,974706652
81495,1207,5.0,1205376494
131531,2287,3.0,906204697
94244,454,3.0,841337989
66365,2694,2.0,1032770101
106676,33150,4.0,1283578116
40505,150,4.0,841133644
69666,329,4.0,1121818150
51693,50189,0.5,1207003291
122968,4971,4.0,1100578279
25092,1617,4.5,1089114882
136518,733,3.0,859762180
126632,1270,3.0,1284954026
27302,5528,4.5,1143718283
34863,1240,4.5,1095705230
113905,3104,4.0,945384084
88803,1196,4.5,1127164150
57737,500,2.0,836040668
77231,3462,3.5,1310127226
120086,102445,3.5,1381697328
131675,4034,4.0,1201380811
67527,66171,3.0,1236016315
133357,3623,3.0,962255045
58642,2470,3.5,1245143452
89495,116897,0.5,1422580771
29320,5094,1.5,1069597757
49554,2001,4.0,1051415521
70752,442,3.0,1139534389
119963,1210,4.5,1064180414
31388,54286,4.0,1250204105
31122,5471,2.5,1277726460
63982,5128,2.0,1036540275
59477,106607,0.5,1385410995
32340,1222,4.0,1149240659
125772,2985,3.0,1086031382
34485,527,3.0,1165419377
62070,8751,3.5,1184969812
111982,1090,4.0,1390131211
28842,1256,4.0,1023377925
94809,783,3.0,850765631
43217,2247,2.0,963788736
79357,3841,2.0,987566507
56417,370,3.0,1123889843
47866,6368,3.0,1250294003
136476,1036,5.0,842660370
30799,4874,4.5,1054780050
109938,2819,4.5,1055905299
65745,4370,4.0,1046378415
54305,6843,3.0,1139991018
134038,5690,4.0,1152215301
93413,2643,3.0,1163299006
119083,288,1.0,858868168
96050,5139,4.5,1097954838
76300,3701,3.0,961305606
34312,64614,4.0,1293588209
82061,89745,3.0,1350646215
82560,7317,3.5,1390160993
43657,2429,2.0,961093562
59017,5693,4.5,1092322717
51507,5037,4.0,1012712697
126688,34048,2.0,1409252866
113972,3317,5.0,954615324
29980,64614,4.5,1307280279
42569,2459,0.5,1085851044
62487,671,3.5,1272585466
15606,1200,4.0,944426779
123040,1302,4.5,1304917311
115169,2648,4.5,1095567113
84249,4068,2.5,1075601771
129520,2791,4.0,1122886357
132884,70,3.5,1337638885
41140,2739,2.0,988392080
110112,500,4.0,837693719
30590,47,5.0,848052144
29084,4985,1.5,1173461776
45668,158,3.0,925682291
71844,648,3.5,1111482809
91392,7361,4.0,1369847714
104995,5354,3.5,1353803073
34062,53996,3.0,1286311072
69934,6218,4.5,1061948317
135233,1343,4.0,1001135196
116387,1213,3.0,1368915410
17708,2006,4.0,1029894745
62317,293,5.0,840925900
16670,6539,3.0,1118919117
19063,778,5.0,1427702059
60201,97304,3.5,1392752446
119247,1748,4.5,1079925808
65551,3418,3.0,962847851
51825,7445,4.0,1426893454
64568,1372,2.0,1080674844
27222,2858,4.5,1207608043
59853,6333,4.5,1084434918
84993,59315,4.0,1240316293
53823,1267,3.5,1335745852
20511,60,0.5,1271028452
104349,11,4.5,1057974322
27665,529,4.0,846330920
56212,153,3.5,1247611260
57180,2979,1.0,1028776072
112309,485,3.0,943819723
82273,249,4.0,831968562
114948,1755,4.0,1047831438
29921,94466,5.0,1424872201
21215,6979,3.5,1125870335
93392,51927,2.0,1190401635
81360,2949,3.0,1121662500
3443,2617,3.0,1232555485
62387,2953,3.0,1155653577
58277,2677,4.0,1180796550
116430,867,1.0,974793127
44753,830,4.0,851507316
25192,6947,4.5,1115515909
20494,85774,5.0,1418228855
62948,223,5.0,965350488
81487,71264,3.5,1277308524
42849,3552,4.5,1359765175
136550,3877,3.0,1269037176
28326,1916,5.0,956453998
80501,61,2.5,1273355894
103764,111759,3.5,1419724334
49212,6689,3.0,1106026436
96046,2115,3.5,1208042807
14766,1240,3.0,1142630416
125924,5400,3.0,1188711847
124945,222,5.0,837817613
74431,45726,3.0,1168878520
9549,1219,5.0,979346602
44251,1343,4.0,1092342941
127376,4040,2.0,983418747
117874,5618,4.0,1120284857
136160,2997,4.5,1274409669
4551,2700,4.0,1008138936
46792,32,4.0,1285542653
11975,2700,3.0,944945939
134411,3671,4.0,1073167502
33736,1614,2.0,1065339620
28744,904,4.0,1159730519
113584,4963,2.0,1283116178
30691,52722,2.5,1202704781
119811,3040,2.0,1074054714
77090,1200,4.5,1257112989
2229,1378,3.0,851159022
128258,93404,4.5,1334184463
23101,1196,4.5,1365630792
17021,2174,2.0,939892516
47308,5266,3.0,1179987292
70068,1263,4.0,1119262235
101754,4993,1.0,1200967353
21057,1801,2.5,1132775030
24340,1085,5.0,965341642
112116,3918,3.0,1114671706
22834,2321,2.0,1151951237
115353,5349,0.5,1323582833
135092,1673,4.0,1033259808
95224,3448,3.0,1085482969
80207,2859,2.5,1120732023
13227,6538,3.0,1112638753
33985,1422,2.5,1193111158
125373,17,3.0,851919331
107219,237,3.0,845655375
33435,106487,5.0,1418342869
41909,1645,4.5,1228074389
102679,1902,1.0,935177425
6597,3430,2.5,1190701302
48527,954,3.5,1240663626
80582,260,5.0,1306051042
21668,5825,4.0,1231208342
113991,6170,3.5,1064640761
49952,111,4.0,980486229
120180,377,3.0,839741223
49958,70183,3.5,1389218760
21870,1784,3.0,1174388484
122534,4718,4.0,1013888780
137244,1485,2.0,940087311
98456,3175,3.5,1132395282
51424,112,4.0,866386982
100892,368,3.5,1149699077
80408,802,4.0,837176119
61225,1374,5.0,1039646334
135072,1080,4.0,853596905
73607,4880,3.5,1118715638
99296,368,4.0,866667215
49822,5039,3.0,1028654417
88827,592,4.0,999112581
93359,40581,3.0,1141704956
12562,529,4.0,846767307
13155,70,3.5,1185257149
24643,3450,2.5,1135933452
66401,2111,3.0,987881719
95301,3712,3.0,1262141074
68892,89753,2.0,1335304772
15683,1263,4.0,869336869
27147,1370,4.0,1053428288
75579,1304,4.0,956585912
44788,919,3.5,1156211908
113542,3896,5.0,1129184703
80920,7387,2.5,1084368613
83021,8948,3.5,1122345708
124622,2313,4.0,987890392
53531,858,5.0,1357299644
60629,4446,3.0,1078551344
65852,3114,5.0,974715567
125621,8865,0.5,1145110596
12329,1580,4.0,881937553
13677,3052,4.5,1314552497
50312,6807,5.0,1077736136
24680,1255,5.0,1009322334
28529,2393,2.0,1272260555
39195,2628,3.0,993907497
17837,2058,5.0,993347513
128016,1043,3.0,966271498
102945,345,4.0,1174661569
16931,2324,3.0,1168885247
118537,1948,4.0,981327155
64804,5439,2.5,1059267206
103166,3079,3.0,1022127362
132210,26101,4.0,1155573828
11239,47099,1.5,1232371962
100781,1923,3.0,1114089342
18611,923,5.0,1008948955
86356,1801,1.0,938985542
57903,2795,4.0,974669125
50327,4161,4.0,1016802640
15718,180,4.0,953946250
31009,902,5.0,884614735
23596,1183,3.0,1131346918
130069,253,3.0,853781166
11660,6539,4.0,1268985698
45611,432,1.0,830596222
40905,2248,3.5,1284766085
5726,3374,3.0,967471909
58951,2555,1.0,1014171955
51059,5008,4.0,1125763617
29673,5765,3.5,1210014444
37486,3608,4.0,994046347
30835,914,4.0,996969085
34399,4703,4.5,1154061216
43516,4381,3.5,1418065478
44501,3723,3.0,1239885454
94859,480,2.0,844681057
6923,780,3.0,856589484
26048,2193,3.5,1338654225
48676,780,2.0,859825110
60079,594,4.0,845827280
10916,466,3.0,1164355169
131366,784,3.0,1101837066
118889,6333,3.5,1234907260
21398,1594,4.0,999286304
32675,4739,1.0,1000411807
36786,50442,4.0,1169287805
110509,2115,4.0,1092857227
69008,5952,5.0,1047875590
58746,719,3.0,1074189101
106938,1821,3.0,1085679383
18393,2324,5.0,1114379235
120434,1206,3.0,866465194
49548,1265,5.0,1400369316
134390,185,1.5,1248896456
66187,60069,2.5,1263773798
84707,2822,3.0,992895316
63324,1777,4.0,1007012118
138283,4388,1.0,1046901091
25680,68954,4.0,1331144570
99023,2083,3.0,983053825
67697,296,3.0,834094250
130827,80454,3.0,1336849742
137686,1648,3.0,1002784052
89254,923,3.0,1117163957
2243,61123,2.0,1231719368
67495,6863,3.5,1128092519
80087,2360,5.0,979061545
85223,490,4.0,834738402
113181,4361,4.0,991076874
17011,4361,5.0,1006288130
118174,1777,2.0,932985408
29258,4246,5.0,1161290807
113946,8972,4.0,1130149309
33677,165,3.0,837343526
57151,7438,3.5,1421595985
69603,793,4.0,856247753
118882,953,4.0,981230497
109497,589,4.5,1181517310
133138,750,5.0,1190191188
30317,3678,4.0,1399835667
43829,5218,3.5,1239740507
88737,4018,3.5,1283810178
63053,172,3.0,1099900591
82821,2194,5.0,958514349
11803,5218,4.0,1232233000
116911,965,3.0,985484889
76030,8622,4.0,1129442759
61661,2959,5.0,1229209917
22063,4292,4.0,995241957
55285,1031,4.0,1039056616
73096,2633,4.0,1118642982
60793,260,4.0,1047162192
9193,1049,4.0,962258232
118877,84847,3.0,1419693110
118205,70148,3.0,1249426840
91617,363,5.0,962684155
134182,260,4.5,1184503779
38390,587,3.0,847464065
16557,1090,3.0,953491085
2515,63853,1.0,1232659316
100926,593,4.0,1011226403
16253,4239,4.5,1260802657
15144,1645,3.0,938428587
95989,2747,3.0,1051721101
11371,2059,3.0,1261884994
2360,1097,3.0,961538822
72663,3254,3.0,955379783
2558,923,2.0,1263841883
16324,2469,5.0,966014921
54564,1639,5.0,953415937
60989,1282,3.0,1111485840
61074,1252,2.0,1202401876
10789,208,2.5,1341359775
101216,434,3.0,1209798922
67761,1387,4.0,1089142347
62557,1200,5.0,1366125734
102839,2959,2.0,973133156
24719,3980,4.0,1107985825
115268,2080,2.5,1252184104
8212,5669,4.5,1149044906
7265,1958,2.0,945107816
58336,4571,4.0,1019973843
8609,4321,1.0,993485877
16785,33004,4.0,1176990737
24135,736,3.0,1112251382
111176,6857,3.0,1138303830
111605,1396,3.0,878327329
20789,1466,3.5,1225176720
36442,316,3.5,1190497200
9328,539,4.0,843511403
109806,2723,2.0,944965683
115833,253,4.0,833538108
24397,858,5.0,1420685999
43000,1792,2.5,1301894902
90709,8943,4.5,1116814480
92301,1196,5.0,1125724539
24728,367,3.0,848109309
114453,3440,1.5,1129669089
120518,1375,5.0,885270353
3629,1235,3.0,1157953833
110490,2064,4.0,994285259
116989,177,3.5,1094436748
131023,2011,3.5,1229626542
19844,5944,4.0,1226192851
127310,8983,3.5,1115279053
7241,318,5.0,835663322
58920,1619,4.0,1180292200
76201,7147,3.5,1303418926
73489,2174,4.0,927822497
108374,767,5.0,939541956
27118,62956,4.0,1232069803
17250,1265,4.0,1112713330
121162,314,5.0,846380604
122041,552,2.0,1192047136
5060,589,5.0,943345588
120454,150,4.0,844150888
57867,4211,3.5,1076107998
107791,1020,3.0,848712434
132722,125,4.0,998876075
91912,532,2.0,979865247
14878,356,2.0,1363914100
91822,2193,4.0,953422366
130234,590,3.0,844631326
107544,1080,3.0,954572919
76391,1127,2.5,1351706033
17320,102445,3.0,1378993163
122986,2683,3.0,1036987668
11192,260,5.0,949019982
91055,44929,3.5,1221811504
11709,594,5.0,1172964985
36249,2053,3.0,1112416617
12977,52283,1.0,1331952008
94255,34542,2.0,1145384594
55493,1124,3.0,992322634
117436,208,3.0,844270713
61995,316,1.0,847055922
116586,135,2.5,1294460374
84010,437,1.0,846618327
81078,3445,5.0,958219253
67036,6874,4.0,1183969959
74030,1941,5.0,972084532
63750,188,3.0,887138357
135196,1379,3.5,1119986642
129430,1173,4.0,863090820
48623,5991,5.0,1041785405
113906,482,4.0,945806962
125503,1569,3.0,1165094047
97218,1917,1.5,1121095386
138148,788,2.0,1149375362
122939,1172,1.0,1077641690
126584,4238,2.5,1114791502
126954,6333,4.5,1053176834
42228,113300,3.5,1414281970
114014,1128,4.0,1324294909
87768,5459,3.0,1111477569
96630,3334,5.0,975938293
116189,3432,3.5,1156969532
41781,1172,4.0,1074362801
117379,1081,3.0,943496052
136038,33679,4.5,1139521271
121678,1617,4.0,1039573689
59511,719,4.0,859915511
95426,3996,3.0,1153778661
100567,780,4.0,1091617679
90077,2193,2.0,979251006
5042,318,5.0,1322022317
52261,208,4.0,1134914162
97474,36708,2.0,1196842980
132471,4306,4.0,1232929944
117704,1275,2.0,1007318923
122224,1342,3.0,976173045
26304,1527,4.5,1111476799
